city,state_id,state_name,county_fips,county_name,latt,long,population,density,timezone,ranking,zips,loc_id
Tempe,AZ,Arizona,04013,Maricopa,33.3881,-111.9319,186419,1800.3,America/Phoenix,2,85281 85282 85283 85284 85280 85285 85287 85288,421302
Pompano Beach,FL,Florida,12011,Broward,26.2428,-80.1312,112212,1800.3,America/New_York,2,33060 33062 33064 33069 33061 33074 33097,686002
Swarthmore,PA,Pennsylvania,42045,Delaware,39.9023,-75.3488,6524,1799.4,America/New_York,3,19081,571313
Durham,OR,Oregon,41067,Washington,45.3941,-122.758,1909,1799.4,America/Los_Angeles,3,97224,400082
Fairmount Heights,MD,Maryland,24033,Prince George's,38.9016,-76.9153,1429,1796.1,America/New_York,3,20743,700052
Belvedere,CA,California,06041,Marin,37.8735,-122.4662,2415,1795.3,America/Los_Angeles,3,94920,110093
Rossmoor,NJ,New Jersey,34023,Middlesex,40.3349,-74.4708,3136,1795.1,America/New_York,3,08831,734301
Ambridge,PA,Pennsylvania,42007,Beaver,40.5921,-80.2265,6912,1794.4,America/New_York,3,15003,412412
Wyandotte,MI,Michigan,26163,Wayne,42.2113,-83.1558,24593,1794.2,America/Detroit,3,48192,396321
Cheverly,MD,Maryland,24033,Prince George's,38.9254,-76.9141,6107,1793.3,America/New_York,3,20785,580020
Ypsilanti,MI,Michigan,26161,Washtenaw,42.244,-83.6208,19937,1793.2,America/Detroit,3,48198 48197,670581
South Euclid,OH,Ohio,39035,Cuyahoga,41.524,-81.5245,21606,1790.5,America/New_York,3,44143 44121,360002
Munhall,PA,Pennsylvania,42003,Allegheny,40.3935,-79.9005,10633,1790.2,America/New_York,3,15120,700040
Mount Healthy,OH,Ohio,39061,Hamilton,39.2338,-84.5468,6932,1790,America/New_York,3,45231,425409
Bayville,NY,New York,36059,Nassau,40.9076,-73.5602,6744,1789,America/New_York,3,11709,533213
River Forest,IL,Illinois,17031,Cook,41.895,-87.8194,11489,1788.9,America/Chicago,3,60305,400020
Dublin,CA,California,06001,Alameda,37.7161,-121.8963,70542,1788.5,America/Los_Angeles,3,94568,843119
Amityville,NY,New York,36103,Suffolk,40.6696,-73.4156,9513,1786.8,America/New_York,3,11701,530047
Spring City,PA,Pennsylvania,42029,Chester,40.1768,-75.5466,3551,1786.1,America/New_York,3,19475,506252
Fairless Hills,PA,Pennsylvania,42017,Bucks,40.1783,-74.8524,8985,1784.9,America/New_York,3,19030,712201
Melvindale,MI,Michigan,26163,Wayne,42.2802,-83.1782,12605,1784.7,America/Detroit,3,48122,506002
Oceano,CA,California,06079,San Luis Obispo,35.1019,-120.6088,7098,1783.7,America/Los_Angeles,3,93445 93420 93475,110046
East Williston,NY,New York,36059,Nassau,40.7608,-73.6336,2627,1783.6,America/New_York,3,11596,411027
North Druid Hills,GA,Georgia,13089,DeKalb,33.8185,-84.3254,18172,1783.2,America/New_York,3,30329 30324 30033 30359,500074
Fairfield University,CT,Connecticut,09120,Greater Bridgeport,41.159,-73.2571,2516,1782.6,America/New_York,3,06824,678556
Key West,FL,Florida,12087,Monroe,24.5642,-81.7775,25824,1780.7,America/New_York,3,33040 33041 33045,530051
Irwin,PA,Pennsylvania,42129,Westmoreland,40.325,-79.6996,3862,1780.1,America/New_York,3,15642,425305
Shaker Heights,OH,Ohio,39035,Cuyahoga,41.4744,-81.5496,29004,1780,America/New_York,3,44120 44122,530007
St. John,MO,Missouri,29189,St. Louis,38.7148,-90.3462,6562,1779.3,America/Chicago,3,63114,303007
Bardmoor,FL,Florida,12103,Pinellas,27.8574,-82.7534,10095,1778.6,America/New_York,3,33777,500039
Hopkins,MN,Minnesota,27053,Hennepin,44.9259,-93.4056,18696,1777.9,America/Chicago,3,55343 55305,689581
Manville,NJ,New Jersey,34035,Somerset,40.542,-74.5892,10870,1777.7,America/New_York,3,08835,424001
Hurstbourne Acres,KY,Kentucky,21111,Jefferson,38.2201,-85.5907,1984,1777.6,America/New_York,3,40220,503224
Milford Mill,MD,Maryland,24005,Baltimore,39.3444,-76.7668,31939,1775.7,America/New_York,3,21244,231225
Beverly,NJ,New Jersey,34005,Burlington,40.0652,-74.9221,2489,1775.5,America/New_York,3,08010,605012
Euclid,OH,Ohio,39035,Cuyahoga,41.5903,-81.5188,48991,1775.3,America/New_York,3,44132 44119 44117 44123,641005
Etna,PA,Pennsylvania,42003,Allegheny,40.4975,-79.9475,3383,1774.7,America/New_York,3,15223,532001
Castle Point,MO,Missouri,29189,St. Louis,38.7568,-90.2485,2792,1773.9,America/Chicago,3,63136,683594
Riviera Beach,FL,Florida,12099,Palm Beach,26.7813,-80.0741,38032,1773.8,America/New_York,3,33407 33404 33419,422207
Eastmont,WA,Washington,53061,Snohomish,47.8968,-122.1818,23486,1773.1,America/Los_Angeles,3,98208,854318
Coronita,CA,California,06065,Riverside,33.876,-117.6109,2782,1773,America/Los_Angeles,3,92882,502285
Garden City,MI,Michigan,26163,Wayne,42.3244,-83.3412,26910,1772.3,America/Detroit,3,48135 48136,393001
Dolton,IL,Illinois,17031,Cook,41.6284,-87.5979,20979,1772.2,America/Chicago,3,60419,841438
Riverside,IL,Illinois,17031,Cook,41.831,-87.8169,9079,1771.9,America/Chicago,3,60546,689121
Detroit,MI,Michigan,26163,Wayne,42.3834,-83.1024,3716929,1771.8,America/Detroit,1,48209 48208 48202 48201 48207 48206 48205 48204 48227 48238 48239 48234 48235 48233 48203 48243 48228 48226 48214 48215 48216 48217 48210 48211 48212 48213 48219 48224 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288,276128
Arlington Heights,IL,Illinois,17031,Cook,42.0955,-87.9826,76220,1771.5,America/Chicago,3,60005 60004,476337
Vega Alta,PR,Puerto Rico,72143,Vega Alta,18.4151,-66.3211,8681,1771.5,America/Puerto_Rico,3,00692,226006
Las Vegas,NV,Nevada,32003,Clark,36.2333,-115.2654,2256509,1771.4,America/Los_Angeles,1,89146 89149 89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89145 89144 89110 89117 89129 89128 89124 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89163 89195,682005
Kearny,NJ,New Jersey,34017,Hudson,40.7528,-74.1202,40570,1771.1,America/New_York,3,07032 07099,421501
Plainview,NY,New York,36059,Nassau,40.7832,-73.4732,26251,1770.7,America/New_York,3,11803,274701
Roslyn,NY,New York,36059,Nassau,40.7991,-73.6491,2955,1768.4,America/New_York,3,11576,686631
Lake Park,NC,North Carolina,37179,Union,35.0849,-80.6349,3365,1767.9,America/New_York,3,28079,600095
Westfield,NJ,New Jersey,34039,Union,40.6516,-74.3432,30760,1766.3,America/New_York,3,07090,122503
Oak Lane,PA,Pennsylvania,42091,Montgomery,40.0565,-75.1213,3879,1764.6,America/New_York,4,19012 19027,190012
Redmond,WA,Washington,53033,King,47.6763,-122.1169,75721,1764.4,America/Los_Angeles,3,98052 98073,390007
Quakertown,PA,Pennsylvania,42017,Bucks,40.4398,-75.3455,9298,1764.4,America/New_York,3,18951,721657
Holly Hills,CO,Colorado,08005,Arapahoe,39.6678,-104.9216,2652,1764.1,America/Denver,3,80222,670672
Farmersville,CA,California,06107,Tulare,36.305,-119.2083,10336,1763.8,America/Los_Angeles,3,93223,577205
Riverdale Park,MD,Maryland,24033,Prince George's,38.9643,-76.9266,7249,1762.9,America/New_York,3,20737 20740 20738,228001
Lakeland North,WA,Washington,53033,King,47.3374,-122.2812,14664,1762.8,America/Los_Angeles,3,98001,517123
Pleasant Ridge,MI,Michigan,26125,Oakland,42.4715,-83.1445,2607,1761.6,America/Detroit,3,48069,844114
Washington,PA,Pennsylvania,42125,Washington,40.1741,-80.2465,13361,1761.2,America/New_York,3,15301,416008
North Riverside,IL,Illinois,17031,Cook,41.8461,-87.8263,7495,1760.7,America/Chicago,3,60546,110065
Posen,IL,Illinois,17031,Cook,41.629,-87.6859,5331,1760.7,America/Chicago,3,60469,700023
Village Green-Green Ridge,PA,Pennsylvania,42045,Delaware,39.8639,-75.4257,8725,1760.4,America/New_York,3,19014,474006
Fullerton,PA,Pennsylvania,42077,Lehigh,40.6309,-75.4834,16729,1760.2,America/New_York,3,18052,590016
Paradise Hills,NM,New Mexico,35001,Bernalillo,35.1981,-106.7023,4662,1760.1,America/Denver,3,87114 87193,641025
Pueblito del Río,PR,Puerto Rico,72085,Las Piedras,18.228,-65.8615,1057,1758.2,America/Puerto_Rico,3,00771 00777,560015
Vassar College,NY,New York,36027,Dutchess,41.686,-73.8931,3276,1758,America/New_York,3,12603 12604,632014
San Sebastián,PR,Puerto Rico,72131,San Sebastián,18.3356,-66.9948,9309,1757,America/Puerto_Rico,3,00685,744101
Royal Kunia,HI,Hawaii,15003,Honolulu,21.4053,-158.0318,13687,1755.2,Pacific/Honolulu,3,96797,712104
Calexico,CA,California,06025,Imperial,32.6849,-115.4944,38476,1754.7,America/Tijuana,3,92231 92232,630709
Rocky River,OH,Ohio,39035,Cuyahoga,41.4702,-81.8525,21490,1754.3,America/New_York,3,44116,700114
Ridgewood,NJ,New Jersey,34003,Bergen,40.9821,-74.1127,26076,1753.5,America/New_York,3,07450 07451,560092
Cedar Hills,OR,Oregon,41067,Washington,45.5047,-122.8053,8515,1753.5,America/Los_Angeles,3,97225 97005,680555
Quantico,VA,Virginia,51153,Prince William,38.5224,-77.2902,587,1753.1,America/New_York,3,22134 22135,500038
Colonia,NJ,New Jersey,34023,Middlesex,40.5926,-74.3148,18294,1752.8,America/New_York,3,07067,384001
Yorkshire,VA,Virginia,51153,Prince William,38.7882,-77.4496,10678,1752.8,America/New_York,3,20111 20113,440016
New Canaan,CT,Connecticut,09190,Western Connecticut,41.142,-73.4905,7032,1752.6,America/New_York,3,06840,382355
Broadlands,VA,Virginia,51107,Loudoun,39.0168,-77.5167,14673,1752.3,America/New_York,3,20148,201017
Lighthouse Point,FL,Florida,12011,Broward,26.2785,-80.0891,10463,1751.4,America/New_York,3,33064,625601
Washington Terrace,UT,Utah,49057,Weber,41.1683,-111.9783,9196,1751.3,America/Denver,3,84405,532127
Rosemont,PA,Pennsylvania,42091,Montgomery,40.0306,-75.327,3722,1751.3,America/New_York,3,19010,845305
Flemington,NJ,New Jersey,34019,Hunterdon,40.5087,-74.8599,4887,1751.2,America/New_York,3,08822,784510
Glenvar Heights,FL,Florida,12086,Miami-Dade,25.709,-80.3155,18488,1750.4,America/New_York,3,33143 33155,208002
Parkland,WA,Washington,53053,Pierce,47.1417,-122.4376,39174,1750,America/Los_Angeles,3,98444 98445 98447,124105
Reedley,CA,California,06019,Fresno,36.5988,-119.4471,25446,1750,America/Los_Angeles,3,93654,500059
Worth,IL,Illinois,17031,Cook,41.6877,-87.7916,10731,1749.2,America/Chicago,3,60482,530017
Matlacha,FL,Florida,12071,Lee,26.6303,-82.0718,845,1745.5,America/New_York,3,33993,517502
Crofton,MD,Maryland,24003,Anne Arundel,39.0144,-76.68,29878,1744.9,America/New_York,3,21054 21114,385320
Binghamton,NY,New York,36007,Broome,42.1014,-75.9093,150564,1744.8,America/New_York,2,13904 13905 13901 13903,670702
Sea Cliff,NY,New York,36059,Nassau,40.8441,-73.6442,5037,1744.5,America/New_York,3,11579,380007
El Cenizo,TX,Texas,48479,Webb,27.3318,-99.5028,2328,1744.4,America/Matamoros,3,78046,695017
Bellevue,WA,Washington,53033,King,47.5951,-122.1535,151199,1744.3,America/Los_Angeles,2,98004 98005 98006 98007 98008 98009 98015,673542
Maple Heights,OH,Ohio,39035,Cuyahoga,41.4094,-81.5625,23350,1744.1,America/New_York,3,44137,501218
Santa Barbara,CA,California,06083,Santa Barbara,34.4285,-119.7202,194950,1743.9,America/Los_Angeles,2,93105 93101 93103 93109 93102 93120 93121 93130 93140 93190,246444
Ramapo College of New Jersey,NJ,New Jersey,34003,Bergen,41.0814,-74.175,2163,1742.6,America/New_York,3,07430,400010
Birmingham,MI,Michigan,26125,Oakland,42.5446,-83.2166,21612,1740.8,America/Detroit,3,48009 48012,751020
Cape St. Claire,MD,Maryland,24003,Anne Arundel,39.0433,-76.4471,9016,1740.3,America/New_York,3,21409,522124
Millersville,PA,Pennsylvania,42071,Lancaster,40.0047,-76.3522,8711,1739.6,America/New_York,3,17551 17603,400004
Acres Green,CO,Colorado,08035,Douglas,39.5557,-104.8958,2709,1739.5,America/Denver,3,80124,751014
Tice,FL,Florida,12071,Lee,26.6756,-81.8166,5377,1739.4,America/New_York,3,33905,560096
South Ogden,UT,Utah,49057,Weber,41.1722,-111.9576,17563,1738.4,America/Denver,3,84405 84403,462022
Milltown,NJ,New Jersey,34023,Middlesex,40.4504,-74.4351,6994,1738.2,America/New_York,3,08850,145001
Westwood,KS,Kansas,20091,Johnson,39.0394,-94.6156,1851,1737.8,America/Chicago,3,66205,679561
Cabana Colony,FL,Florida,12099,Palm Beach,26.8555,-80.0864,1930,1737.7,America/New_York,3,33410 33420,520013
Garden Home-Whitford,OR,Oregon,41067,Washington,45.4642,-122.7588,6970,1737.4,America/Los_Angeles,3,97223,700018
Cutler Bay,FL,Florida,12086,Miami-Dade,25.5765,-80.3356,44483,1737.2,America/New_York,3,33190 33157 33189,632009
Ridgefield,NJ,New Jersey,34003,Bergen,40.8313,-74.0147,11439,1736.6,America/New_York,3,07657,400055
Grapeville,PA,Pennsylvania,42129,Westmoreland,40.3253,-79.606,471,1736.6,America/New_York,3,15634,110070
New Cumberland,PA,Pennsylvania,42041,Cumberland,40.2297,-76.8764,7531,1736.3,America/New_York,3,17070,679551
Town and Country,WA,Washington,53063,Spokane,47.7259,-117.422,5398,1736.1,America/Los_Angeles,3,99208,560038
Canóvanas,PR,Puerto Rico,72029,Canóvanas,18.3693,-65.9009,12662,1734.5,America/Puerto_Rico,3,00729,360001
Kings Park West,VA,Virginia,51059,Fairfax,38.8151,-77.296,13281,1734.1,America/New_York,3,22032,600048
Cape Canaveral,FL,Florida,12009,Brevard,28.3933,-80.6049,9976,1733.5,America/New_York,3,32920,421005
Mill Creek,WA,Washington,53061,Snohomish,47.8631,-122.2037,20846,1733.3,America/Los_Angeles,3,98012 98082,673303
Round Lake Heights,IL,Illinois,17097,Lake,42.3855,-88.1038,2585,1732.8,America/Chicago,3,60073,400702
Laurel Springs,NJ,New Jersey,34007,Camden,39.8213,-75.0053,2025,1731.9,America/New_York,3,08021,700082
Cortland,NY,New York,36023,Cortland,42.6004,-76.1784,17465,1731.7,America/New_York,3,13045,700006
Westchester,IL,Illinois,17031,Cook,41.8492,-87.8906,16524,1731,America/Chicago,3,60154,700141
South Tucson,AZ,Arizona,04019,Pima,32.1955,-110.9692,4601,1729.9,America/Phoenix,3,85713,800020
Charlottesville,VA,Virginia,51540,Charlottesville,38.0375,-78.4855,102802,1728.4,America/New_York,2,22908 22901 22902 22903 22904 22905 22906 22909,440026
Buffalo Grove,IL,Illinois,17097,Lake,42.1675,-87.9615,42824,1728,America/Chicago,3,60089,175125
Kensington,MD,Maryland,24031,Montgomery,39.0269,-77.0736,2248,1727.2,America/New_York,3,20895 20891,712223
Fircrest,WA,Washington,53053,Pierce,47.2307,-122.5157,7082,1726.9,America/Los_Angeles,3,98466,390002
University Center,VA,Virginia,51107,Loudoun,39.0599,-77.4443,4107,1726.9,America/New_York,3,20147,211012
Renton,WA,Washington,53033,King,47.4784,-122.1918,105279,1726.7,America/Los_Angeles,2,98059 98058 98057 98056 98055,751022
Clearwater,FL,Florida,12103,Pinellas,27.979,-82.7623,117075,1726.6,America/New_York,2,33759 33755 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769,786171
Elizabethtown,PA,Pennsylvania,42071,Lancaster,40.1533,-76.599,11857,1726,America/New_York,3,17022,682012
Glen Rock,NJ,New Jersey,34003,Bergen,40.9601,-74.125,12082,1725.5,America/New_York,3,07452,500019
Kingston,RI,Rhode Island,44009,Washington,41.4738,-71.5236,6953,1724.7,America/New_York,3,02879 02881,122015
Animas,PR,Puerto Rico,72013,Arecibo,18.4457,-66.6364,1441,1722.1,America/Puerto_Rico,3,00612,272124
Oak Grove,OR,Oregon,41005,Clackamas,45.4156,-122.6349,17408,1722,America/Los_Angeles,3,97222 97267 97268,123401
Flowing Wells,AZ,Arizona,04019,Pima,32.2937,-111.011,16989,1722,America/Phoenix,3,85705,700054
Dumbarton,VA,Virginia,51087,Henrico,37.613,-77.5066,8407,1721.8,America/New_York,3,23228 23230,635109
Hanover,PA,Pennsylvania,42133,York,39.8118,-76.9836,16483,1721.7,America/New_York,3,17331 17332 17333 17334,500003
Elmhurst,IL,Illinois,17043,DuPage,41.8973,-87.9432,45538,1720.7,America/Chicago,3,60126,505327
Oak Forest,IL,Illinois,17031,Cook,41.6054,-87.7527,26888,1720.7,America/Chicago,3,60452,788003
Barrington,NJ,New Jersey,34007,Camden,39.8689,-75.0514,7047,1720.7,America/New_York,3,08007 08033,305901
Gonzales,CA,California,06053,Monterey,36.5055,-121.4427,8526,1720.5,America/Los_Angeles,3,93926,110015
Magnolia,NJ,New Jersey,34007,Camden,39.8562,-75.0365,4360,1720.5,America/New_York,3,08049,441108
Midland Park,NJ,New Jersey,34003,Bergen,40.9952,-74.141,6996,1719.7,America/New_York,3,07432,587301
Dearborn,MI,Michigan,26163,Wayne,42.3127,-83.213,107846,1717.3,America/Detroit,2,48128 48120 48126 48124 48121 48123,600080
Federal Way,WA,Washington,53033,King,47.3091,-122.3358,99232,1717,America/Los_Angeles,3,98023 98003 98063 98093,695541
Naranjito,PR,Puerto Rico,72105,Naranjito,18.3029,-66.2498,2948,1716.6,America/Puerto_Rico,3,00719,160011
South Patrick Shores,FL,Florida,12009,Brevard,28.202,-80.6137,6726,1716.4,America/New_York,3,32937,501510
Broadview,IL,Illinois,17031,Cook,41.8583,-87.8562,7898,1716.3,America/Chicago,3,60155,492010
Altoona,PA,Pennsylvania,42013,Blair,40.5082,-78.4007,73070,1715.7,America/New_York,3,16601 16602 16603,781019
Hawthorne,NY,New York,36119,Westchester,41.1035,-73.7968,4881,1715.7,America/New_York,3,10532,732123
Richlawn,KY,Kentucky,21111,Jefferson,38.2547,-85.6412,331,1715.4,America/New_York,3,40207,600050
Siesta Acres,TX,Texas,48323,Maverick,28.7564,-100.491,1814,1714.3,America/Chicago,3,78852,390001
Wheeling,IL,Illinois,17031,Cook,42.1308,-87.924,38495,1713.9,America/Chicago,3,60090 60078,136118
Claymont,DE,Delaware,10003,New Castle,39.8032,-75.4607,9543,1713.3,America/New_York,3,19703,282010
Stratford,NJ,New Jersey,34007,Camden,39.829,-75.0156,6965,1712.4,America/New_York,3,08084,682002
Tacoma,WA,Washington,53053,Pierce,47.2431,-122.4531,220482,1712.1,America/Los_Angeles,2,98422 98403 98404 98405 98408 98409 98402 98406 98407 98466 98465 98416 98418 98444 98421 98401 98411 98412 98413 98415 98417 98419 98448 98471 98481 98490,110055
East Cleveland,OH,Ohio,39035,Cuyahoga,41.5317,-81.5794,13666,1711.5,America/New_York,3,44112,560050
Chevy Chase Village,MD,Maryland,24031,Montgomery,38.9698,-77.0793,1860,1711.5,America/New_York,3,20815,190001
Deer Park,NY,New York,36103,Suffolk,40.7623,-73.3218,27334,1710.9,America/New_York,3,11729,535003
Harahan,LA,Louisiana,22051,Jefferson,29.9374,-90.2031,8939,1710.1,America/Chicago,3,70123,827004
Marrero,LA,Louisiana,22051,Jefferson,29.8871,-90.1126,31866,1708.9,America/Chicago,3,70072,700136
Kettleman City,CA,California,06031,Kings,36.0089,-119.9629,899,1707.8,America/Los_Angeles,3,93239,700150
Pine Lawn,MO,Missouri,29189,St. Louis,38.6953,-90.2757,2738,1707.4,America/Chicago,3,63121 63120,601301
Oildale,CA,California,06029,Kern,35.4293,-119.0306,34971,1707.2,America/Los_Angeles,3,93308 93388,788163
Yabucoa,PR,Puerto Rico,72151,Yabucoa,18.0464,-65.8803,5740,1705.9,America/Puerto_Rico,3,00767,160002
Grand Rapids,MI,Michigan,26081,Kent,42.9619,-85.6562,611480,1705.4,America/Detroit,2,49546 49506 49505 49503 49507 49504 49508 49501 49502 49514 49515 49523 49555 49588 49599,625009
Parklawn,CA,California,06099,Stanislaus,37.6071,-120.9803,1574,1704.3,America/Los_Angeles,3,95358,686635
Norfolk,VA,Virginia,51710,Norfolk,36.8945,-76.259,235037,1703.4,America/New_York,2,23509 23508 23507 23504 23503 23502 23505 23518 23510 23511 23513 23517 23551 23523 23501 23506 23514 23515 23519 23529 23541,508001
Mentor-on-the-Lake,OH,Ohio,39085,Lake,41.7132,-81.3647,7117,1703.4,America/New_York,3,44060,524413
Sabana Grande,PR,Puerto Rico,72121,Sabana Grande,18.0832,-66.9645,9476,1702.3,America/Puerto_Rico,3,00637,713214
Cresskill,NJ,New Jersey,34003,Bergen,40.9405,-73.9596,9101,1701.9,America/New_York,3,07626,736172
Aguadilla,PR,Puerto Rico,72005,Aguadilla,18.4382,-67.1537,235546,1701.8,America/Puerto_Rico,2,00603 00605,342005
Forest Grove,OR,Oregon,41067,Washington,45.5243,-123.1097,26406,1700.8,America/Los_Angeles,3,97116,682010
Sound Beach,NY,New York,36103,Suffolk,40.9578,-72.9725,7207,1700.2,America/New_York,3,11789,605107
Largo,FL,Florida,12103,Pinellas,27.9088,-82.7712,82506,1697.7,America/New_York,3,33756 33770 33760 33764 33773 33778 33771 33774 33779,403602
Ford City,PA,Pennsylvania,42005,Armstrong,40.7693,-79.5327,2833,1696.9,America/New_York,3,16226,481001
Raleigh Hills,OR,Oregon,41067,Washington,45.4851,-122.7567,6669,1696.5,America/Los_Angeles,3,97225 97223,574219
Welby,CO,Colorado,08001,Adams,39.8403,-104.9655,16232,1696.2,America/Denver,3,80229,110012
Essex,MD,Maryland,24005,Baltimore,39.3021,-76.4449,40670,1695.8,America/New_York,3,21221,581329
McDonald,PA,Pennsylvania,42125,Washington,40.3701,-80.2324,2277,1695.7,America/New_York,3,15057,686016
Paradise,NV,Nevada,32003,Clark,36.0872,-115.1355,186178,1695.2,America/Los_Angeles,2,89103 89109 89158 89169 89118 89119 89121 89120 89123 89111 89132 89136 89154 89157 89160 89170 89177 89193,242001
